origin,Destination,Chargeable Wt,Mode,Nature of Consignment,Historical_Delivery_Days
Ranchi,Shimla,12.87,Surface,Dox,5
Hyderabad,Srinagar,3.4,Express,Non-Dox,2
Jaipur,Raipur,6.96,Surface,Dox,5
Varanasi,Nashik,11.01,Surface,Non-Dox,5
Nagpur,Nashik,5.46,Express,Dox,2
Aurangabad,Kolkata,10.75,Air Cargo,Dox,5
Nagpur,Thiruvananthapuram,5.7,Air Cargo,Dox,5
Chennai,Guwahati,13.19,Surface,Dox,5
Patna,Shimla,3.84,Express,Non-Dox,2
Mumbai,Ahmedabad,3.64,Surface,Non-Dox,3
Kolkata,Vijayawada,7.31,Surface,Dox,5
Shimla,Coimbatore,5.64,Air Cargo,Non-Dox,5
Vijayawada,Dehradun,3.98,Express,Dox,2
Pune,Guwahati,9.74,Surface,Non-Dox,5
Coimbatore,Agra,4.68,Surface,Non-Dox,3
Shimla,Varanasi,7.29,Surface,Non-Dox,5
Mumbai,Vizag,6.81,Air Cargo,Dox,5
Ahmedabad,Ludhiana,11.05,Surface,Non-Dox,5
Chandigarh,Dehradun,7.92,Surface,Non-Dox,5
Vijayawada,Hyderabad,10.22,Surface,Dox,5
Meerut,Jamshedpur,8.28,Air Cargo,Dox,5
Pune,Meerut,10.49,Air Cargo,Non-Dox,5
Indore,Nashik,7.01,Surface,Dox,5
Thiruvananthapuram,Vizag,12.89,Express,Non-Dox,2
Bangalore,Indore,6.36,Surface,Non-Dox,5
Chennai,Varanasi,14.69,Surface,Dox,5
Chandigarh,Ahmedabad,8.45,Express,Dox,2
Nagpur,Hyderabad,7.94,Surface,Dox,5
Nagpur,Amritsar,8.62,Surface,Dox,5
Patna,Delhi,9.84,Surface,Dox,5
Hyderabad,Patna,10.04,Air Cargo,Dox,5
Bangalore,Patna,8.16,Surface,Dox,5
Dehradun,Lucknow,4.42,Express,Non-Dox,2
Raipur,Thiruvananthapuram,9.97,Surface,Non-Dox,5
Jaipur,Patna,11.47,Express,Non-Dox,2
Jaipur,Bhubaneswar,12.49,Surface,Non-Dox,5
Bangalore,Thiruvananthapuram,10.68,Surface,Dox,5
Vijayawada,Jaipur,9.72,Surface,Dox,5
Meerut,Agra,1.81,Surface,Dox,3
Hyderabad,Dehradun,10.73,Surface,Non-Dox,5
Dehradun,Indore,7.23,Express,Dox,2
Amritsar,Nashik,2.59,Surface,Dox,3
Jamshedpur,Pune,11.73,Air Cargo,Dox,5
Indore,Lucknow,8.12,Surface,Non-Dox,5
Indore,Amritsar,9.57,Surface,Dox,5
Hyderabad,Dehradun,7.87,Express,Non-Dox,2
Lucknow,Bangalore,11.36,Surface,Dox,5
Ranchi,Bhubaneswar,6.26,Surface,Dox,5
Ahmedabad,Bhopal,12.11,Surface,Dox,5
Chandigarh,Bangalore,12.45,Surface,Non-Dox,5
Kolkata,Srinagar,8.79,Surface,Dox,5
Mumbai,Vizag,8.77,Surface,Dox,5
Bhubaneswar,Aurangabad,13.99,Express,Non-Dox,2
Bangalore,Bhopal,2.41,Air Cargo,Dox,3
Guwahati,Amritsar,6.13,Surface,Dox,5
Ahmedabad,Bhubaneswar,7.15,Surface,Non-Dox,5
Vizag,Ludhiana,12.24,Surface,Non-Dox,5
Vijayawada,Jamshedpur,4.25,Express,Dox,2
Surat,Thiruvananthapuram,6.06,Express,Dox,2
Patna,Bangalore,4.78,Surface,Non-Dox,3
Jamshedpur,Ahmedabad,7.32,Express,Dox,2
Bhopal,Shimla,10.52,Air Cargo,Dox,5
Patna,Ahmedabad,7.77,Surface,Dox,5
Delhi,Nagpur,4,Surface,Non-Dox,3
Pune,Ahmedabad,4.9,Surface,Dox,3
Raipur,Agra,8.71,Surface,Dox,5
Ranchi,Nagpur,10.05,Surface,Non-Dox,5
Lucknow,Vijayawada,6.69,Surface,Non-Dox,5
Ludhiana,Patna,8.89,Surface,Dox,5
Chennai,Meerut,9.96,Air Cargo,Non-Dox,5
Jamshedpur,Vizag,12.86,Surface,Non-Dox,5
Pune,Jaipur,12.01,Express,Dox,2
Srinagar,Delhi,10.13,Air Cargo,Dox,5
Bhopal,Amritsar,4.13,Surface,Non-Dox,3
Coimbatore,Meerut,11.05,Express,Non-Dox,2
Delhi,Shimla,9.9,Air Cargo,Non-Dox,5
Aurangabad,Nashik,6.95,Surface,Dox,5
Nagpur,Patna,3.19,Surface,Dox,3
Bangalore,Pune,1.65,Surface,Non-Dox,3
Patna,Bhubaneswar,5.34,Express,Dox,2
Pune,Surat,13.67,Air Cargo,Non-Dox,5
Vizag,Ludhiana,9.95,Air Cargo,Dox,5
Kochi,Nashik,3.69,Air Cargo,Dox,3
Bhubaneswar,Shimla,12.88,Express,Dox,2
Kochi,Guwahati,4.75,Surface,Dox,3
Guwahati,Agra,4.57,Surface,Non-Dox,3
Patna,Raipur,4.42,Air Cargo,Dox,3
Meerut,Ludhiana,12.06,Surface,Non-Dox,5
Jamshedpur,Ahmedabad,14.3,Surface,Dox,5
Chandigarh,Nagpur,9.8,Surface,Non-Dox,5
Bhopal,Dehradun,3.46,Surface,Non-Dox,3
Dehradun,Delhi,6,Express,Dox,2
Chennai,Amritsar,6.34,Air Cargo,Dox,5
Nagpur,Bangalore,4.33,Surface,Non-Dox,3
Bangalore,Chandigarh,2.08,Surface,Dox,3
Amritsar,Bangalore,10.63,Express,Dox,2
Shimla,Coimbatore,9.6,Air Cargo,Dox,5
Nagpur,Vijayawada,9.56,Express,Non-Dox,2
Agra,Bangalore,10.11,Express,Non-Dox,2
Jamshedpur,Ludhiana,9.09,Surface,Dox,5
Coimbatore,Vijayawada,10.42,Surface,Dox,5
Nagpur,Guwahati,5.1,Surface,Non-Dox,5
Agra,Coimbatore,10.01,Surface,Non-Dox,5
Ranchi,Pune,13.1,Express,Dox,2
Nashik,Ranchi,7.65,Air Cargo,Non-Dox,5
Bhopal,Ranchi,10.28,Air Cargo,Dox,5
Dehradun,Chandigarh,3.87,Surface,Non-Dox,3
Ranchi,Hyderabad,6.13,Surface,Dox,5
Kochi,Kolkata,3.94,Surface,Non-Dox,3
Surat,Ranchi,11.99,Surface,Dox,5
Delhi,Thiruvananthapuram,11.33,Express,Non-Dox,2
Surat,Meerut,3.4,Surface,Dox,3
Shimla,Raipur,5.98,Surface,Non-Dox,5
Lucknow,Ludhiana,1.99,Express,Non-Dox,1
Mumbai,Lucknow,5.84,Surface,Non-Dox,5
Guwahati,Lucknow,7.67,Surface,Dox,5
Hyderabad,Chandigarh,2.1,Surface,Non-Dox,3
Amritsar,Patna,4.41,Express,Non-Dox,2
Meerut,Guwahati,6.53,Surface,Dox,5
Lucknow,Aurangabad,7.1,Air Cargo,Non-Dox,5
Nagpur,Ludhiana,5.94,Air Cargo,Dox,5
Bhopal,Ludhiana,8.79,Air Cargo,Dox,5
Ranchi,Varanasi,3.01,Surface,Dox,3
Ludhiana,Coimbatore,5.01,Surface,Non-Dox,5
Guwahati,Nashik,1.42,Air Cargo,Dox,3
Patna,Kochi,5.92,Surface,Dox,5
Vizag,Varanasi,5.73,Surface,Dox,5
Mumbai,Chandigarh,10.43,Surface,Dox,5
Ahmedabad,Nagpur,6.44,Surface,Non-Dox,5
Bhubaneswar,Bangalore,3.88,Surface,Non-Dox,3
Vijayawada,Delhi,2.77,Air Cargo,Dox,3
Shimla,Delhi,13.22,Surface,Dox,5
Thiruvananthapuram,Ludhiana,9.74,Air Cargo,Dox,5
Vijayawada,Thiruvananthapuram,14.11,Express,Non-Dox,2
Nashik,Varanasi,10.71,Express,Non-Dox,2
Vizag,Lucknow,9.8,Surface,Dox,5
Varanasi,Aurangabad,9.4,Surface,Non-Dox,5
Kochi,Jamshedpur,5.77,Surface,Dox,5
Amritsar,Chandigarh,11.12,Surface,Dox,5
Aurangabad,Hyderabad,12.27,Air Cargo,Non-Dox,5
Nagpur,Nashik,8.38,Express,Non-Dox,2
Chandigarh,Ludhiana,5.28,Surface,Non-Dox,5
Amritsar,Indore,10.45,Surface,Non-Dox,5
Hyderabad,Mumbai,8.34,Surface,Non-Dox,5
Amritsar,Nashik,10.77,Surface,Dox,5
Mumbai,Dehradun,10.33,Surface,Non-Dox,5
Srinagar,Hyderabad,11.33,Express,Non-Dox,2
Nashik,Varanasi,12.5,Surface,Dox,5
Meerut,Patna,12.12,Surface,Non-Dox,5
Mumbai,Jaipur,2.74,Air Cargo,Non-Dox,3
Meerut,Varanasi,5.11,Surface,Dox,5
Vijayawada,Jamshedpur,8.26,Air Cargo,Non-Dox,5
Meerut,Thiruvananthapuram,4.94,Air Cargo,Non-Dox,3
Vizag,Chandigarh,11.76,Express,Dox,2
Bhopal,Lucknow,13.5,Air Cargo,Non-Dox,5
Nashik,Chennai,6.21,Air Cargo,Non-Dox,5
Thiruvananthapuram,Kolkata,8.27,Surface,Non-Dox,5
Pune,Thiruvananthapuram,12.55,Surface,Dox,5
Agra,Varanasi,4.37,Air Cargo,Dox,3
Patna,Shimla,4.74,Surface,Dox,3
Jamshedpur,Shimla,8.54,Air Cargo,Non-Dox,5
Bhopal,Srinagar,4.28,Surface,Dox,3
Ludhiana,Shimla,4.51,Air Cargo,Non-Dox,3
Amritsar,Ranchi,4.38,Surface,Non-Dox,3
Vijayawada,Meerut,12.69,Surface,Non-Dox,5
Indore,Amritsar,9.16,Surface,Non-Dox,5
Bangalore,Delhi,13.32,Express,Dox,2
Kolkata,Pune,5.12,Surface,Non-Dox,5
Vijayawada,Raipur,9.51,Air Cargo,Non-Dox,5
Indore,Mumbai,2.92,Express,Dox,2
Nagpur,Jaipur,13.88,Surface,Non-Dox,5
Jaipur,Pune,12.32,Surface,Dox,5
Amritsar,Kolkata,5.57,Air Cargo,Dox,5
Kolkata,Varanasi,4.07,Air Cargo,Dox,3
Amritsar,Nashik,13.12,Surface,Non-Dox,5
Patna,Aurangabad,6.18,Surface,Dox,5
Ahmedabad,Jaipur,7.25,Surface,Non-Dox,5
Lucknow,Delhi,7.04,Surface,Non-Dox,5
Jamshedpur,Ahmedabad,7.39,Air Cargo,Dox,5
Aurangabad,Nagpur,13.29,Express,Non-Dox,2
Shimla,Ludhiana,11.09,Surface,Dox,5
Thiruvananthapuram,Bhopal,8.68,Express,Dox,2
Agra,Kolkata,2.66,Surface,Non-Dox,3
Jaipur,Delhi,5.09,Surface,Non-Dox,5
Patna,Hyderabad,6.24,Express,Dox,2
Delhi,Guwahati,14.9,Surface,Dox,5
Patna,Jamshedpur,11.99,Surface,Dox,5
Kolkata,Nashik,3.39,Express,Dox,2
Ranchi,Agra,2.81,Express,Non-Dox,2
Pune,Raipur,4.45,Air Cargo,Dox,3
Delhi,Patna,10.79,Surface,Dox,5
Nashik,Coimbatore,8.23,Surface,Non-Dox,5
Ranchi,Kochi,5.92,Air Cargo,Non-Dox,5
Bhopal,Ahmedabad,12.28,Express,Non-Dox,2
Pune,Aurangabad,11.51,Express,Non-Dox,2
Aurangabad,Lucknow,7.63,Surface,Non-Dox,5
Amritsar,Vijayawada,7.46,Surface,Non-Dox,5
Agra,Thiruvananthapuram,6.85,Surface,Dox,5
Ahmedabad,Srinagar,10.99,Surface,Non-Dox,5
Raipur,Bhopal,7.15,Surface,Non-Dox,5
Chandigarh,Thiruvananthapuram,5.15,Air Cargo,Dox,5
Srinagar,Patna,4.63,Surface,Dox,3
Surat,Dehradun,10.92,Surface,Dox,5
Dehradun,Bangalore,3.11,Express,Non-Dox,2
Nashik,Pune,7.02,Express,Non-Dox,2
Meerut,Guwahati,3.23,Surface,Non-Dox,3
Mumbai,Chennai,13.68,Surface,Non-Dox,5
Bangalore,Shimla,11.05,Surface,Non-Dox,5
Coimbatore,Amritsar,7.77,Surface,Dox,5
Mumbai,Chandigarh,9.48,Surface,Non-Dox,5
Guwahati,Jaipur,11.07,Surface,Non-Dox,5
Kolkata,Ahmedabad,10.13,Surface,Dox,5
Lucknow,Bangalore,2.65,Surface,Non-Dox,3
Patna,Agra,9.18,Surface,Dox,5
Lucknow,Kolkata,8.63,Surface,Dox,5
Meerut,Pune,2.71,Surface,Dox,3
Srinagar,Coimbatore,7.17,Surface,Dox,5
Guwahati,Amritsar,10.99,Surface,Non-Dox,5
Delhi,Aurangabad,9.44,Air Cargo,Dox,5
Meerut,Varanasi,2.31,Surface,Non-Dox,3
Meerut,Nagpur,7.81,Surface,Dox,5
Srinagar,Varanasi,12.42,Surface,Dox,5
Raipur,Agra,9.88,Air Cargo,Dox,5
Ahmedabad,Chennai,6.48,Surface,Non-Dox,5
Hyderabad,Jaipur,4.13,Air Cargo,Non-Dox,3
Nagpur,Bhubaneswar,8.5,Surface,Non-Dox,5
Bhopal,Aurangabad,8.57,Surface,Non-Dox,5
Nashik,Bangalore,11.58,Express,Dox,2
Dehradun,Shimla,13.35,Surface,Non-Dox,5
Kolkata,Aurangabad,9.52,Express,Non-Dox,2
Ahmedabad,Thiruvananthapuram,11.88,Surface,Non-Dox,5
Amritsar,Vizag,9.08,Air Cargo,Non-Dox,5
Jamshedpur,Chandigarh,7.01,Express,Dox,2
Bhubaneswar,Vizag,9.09,Express,Dox,2
Coimbatore,Bhopal,11.24,Surface,Dox,5
Bhopal,Dehradun,8.92,Express,Non-Dox,2
Meerut,Vizag,3.89,Air Cargo,Non-Dox,3
Kolkata,Shimla,4.77,Surface,Non-Dox,3
Patna,Vijayawada,5.24,Surface,Dox,5
Aurangabad,Ahmedabad,5.89,Surface,Dox,5
Thiruvananthapuram,Vizag,4.75,Surface,Dox,3
Amritsar,Bhopal,14.12,Surface,Dox,5
Meerut,Thiruvananthapuram,9.49,Surface,Dox,5
Pune,Indore,4.99,Surface,Non-Dox,3
Nagpur,Ahmedabad,10.15,Express,Dox,2
Chennai,Pune,9.96,Express,Dox,2
Bhubaneswar,Aurangabad,7.37,Air Cargo,Non-Dox,5
Patna,Coimbatore,7.85,Surface,Non-Dox,5
Bhubaneswar,Coimbatore,7.59,Surface,Non-Dox,5
Thiruvananthapuram,Delhi,6.21,Surface,Non-Dox,5
Guwahati,Kochi,7.97,Surface,Dox,5
Pune,Shimla,7.14,Air Cargo,Dox,5
Varanasi,Meerut,11.03,Air Cargo,Non-Dox,5
Kochi,Ranchi,11.38,Express,Dox,2
Meerut,Delhi,5.52,Surface,Non-Dox,5
Vizag,Srinagar,10.3,Surface,Dox,5
Hyderabad,Vijayawada,13.64,Surface,Dox,5
Jaipur,Bhopal,7.24,Express,Non-Dox,2
Jamshedpur,Nashik,9.37,Surface,Non-Dox,5
Pune,Indore,3.91,Surface,Non-Dox,3
Kochi,Coimbatore,12.36,Surface,Dox,5
Aurangabad,Patna,5.37,Surface,Non-Dox,5
Nagpur,Ranchi,6.2,Surface,Non-Dox,5
Ahmedabad,Lucknow,11.78,Air Cargo,Non-Dox,5
Raipur,Chennai,6.79,Surface,Non-Dox,5
Thiruvananthapuram,Mumbai,13.78,Air Cargo,Non-Dox,5
Nagpur,Surat,6.56,Air Cargo,Dox,5
Coimbatore,Bhubaneswar,13.43,Surface,Non-Dox,5
Ranchi,Patna,4.91,Express,Dox,2
Aurangabad,Bhubaneswar,7.95,Express,Dox,2
Varanasi,Chandigarh,10.64,Surface,Dox,5
Patna,Chennai,11.41,Surface,Dox,5
Hyderabad,Kochi,3,Express,Dox,2
Indore,Vizag,9.7,Express,Dox,2
Coimbatore,Kochi,11.27,Surface,Dox,5
Indore,Coimbatore,5.2,Express,Non-Dox,2
Agra,Bhopal,1.64,Surface,Dox,3
Aurangabad,Hyderabad,11.39,Surface,Non-Dox,5
Patna,Bhopal,8.33,Air Cargo,Dox,5
Coimbatore,Nashik,2,Express,Dox,1
Shimla,Bhubaneswar,4.43,Surface,Dox,3
Coimbatore,Jamshedpur,2.38,Surface,Non-Dox,3
Raipur,Meerut,1.14,Surface,Dox,3
Vijayawada,Lucknow,2.58,Air Cargo,Dox,3
Indore,Delhi,6.24,Express,Dox,2
Ranchi,Indore,6.04,Air Cargo,Non-Dox,5
Bangalore,Kochi,12.37,Surface,Dox,5
Indore,Meerut,4.43,Surface,Dox,3
Surat,Ahmedabad,12.87,Air Cargo,Dox,5
Srinagar,Agra,3.83,Surface,Dox,3
Vijayawada,Ahmedabad,4.28,Surface,Dox,3
Raipur,Lucknow,9.2,Surface,Non-Dox,5
Meerut,Varanasi,1.78,Surface,Non-Dox,3
Aurangabad,Vizag,13.95,Surface,Non-Dox,5
Meerut,Kochi,9.95,Express,Dox,2
Kochi,Vijayawada,11.2,Surface,Dox,5
Surat,Delhi,3.98,Surface,Non-Dox,3
Aurangabad,Vijayawada,8.94,Surface,Non-Dox,5
Nagpur,Delhi,11.5,Surface,Non-Dox,5
Lucknow,Patna,9.61,Surface,Non-Dox,5
Nagpur,Thiruvananthapuram,12.78,Express,Non-Dox,2
Jamshedpur,Patna,3.29,Express,Non-Dox,2
Ranchi,Varanasi,14.09,Surface,Non-Dox,5
Dehradun,Indore,4.19,Air Cargo,Dox,3
Agra,Kolkata,12.08,Surface,Dox,5
Srinagar,Delhi,10.13,Express,Non-Dox,2
Jaipur,Bangalore,11.59,Air Cargo,Dox,5
Ahmedabad,Jamshedpur,8.8,Air Cargo,Dox,5
Jamshedpur,Hyderabad,9.25,Surface,Dox,5
Bangalore,Bhopal,12.15,Surface,Non-Dox,5
Chennai,Coimbatore,4.79,Surface,Dox,3
Raipur,Dehradun,6.3,Surface,Dox,5
Jaipur,Kochi,13.08,Surface,Non-Dox,5
Vijayawada,Varanasi,8.05,Express,Dox,2
Indore,Delhi,2.06,Air Cargo,Non-Dox,3
Vijayawada,Srinagar,13.27,Surface,Non-Dox,5
Ahmedabad,Bangalore,6.95,Express,Non-Dox,2
Srinagar,Kolkata,12.97,Surface,Dox,5
Thiruvananthapuram,Vijayawada,5.1,Air Cargo,Dox,5
Pune,Vizag,9.57,Surface,Dox,5
Ahmedabad,Jaipur,8.9,Express,Non-Dox,2
Mumbai,Meerut,13.36,Surface,Dox,5
Shimla,Delhi,11.22,Air Cargo,Dox,5
Bangalore,Vizag,3.31,Air Cargo,Non-Dox,3
Surat,Bhubaneswar,4.5,Express,Non-Dox,2
Lucknow,Delhi,9.56,Surface,Non-Dox,5
Bhubaneswar,Bangalore,11.8,Surface,Dox,5
Surat,Nagpur,7.83,Surface,Dox,5
Chennai,Agra,1.43,Surface,Dox,3
Surat,Bangalore,8.26,Surface,Non-Dox,5
Kochi,Kolkata,3.08,Surface,Non-Dox,3
Ludhiana,Vijayawada,14.23,Air Cargo,Dox,5
Ahmedabad,Vizag,12.55,Surface,Non-Dox,5
Varanasi,Ahmedabad,3.96,Surface,Dox,3
Meerut,Jaipur,6.16,Surface,Dox,5
Ahmedabad,Ludhiana,11.06,Surface,Dox,5
Chennai,Indore,7.19,Air Cargo,Non-Dox,5
Vijayawada,Kochi,2.05,Express,Non-Dox,2
Aurangabad,Kolkata,11.01,Surface,Dox,5
Thiruvananthapuram,Bhubaneswar,3.22,Surface,Non-Dox,3
Thiruvananthapuram,Surat,2.79,Air Cargo,Non-Dox,3
Chennai,Vijayawada,7.61,Surface,Non-Dox,5
Nagpur,Meerut,12.59,Surface,Dox,5
Bhopal,Agra,3.41,Air Cargo,Dox,3
Pune,Aurangabad,11.33,Express,Non-Dox,2
Chennai,Agra,11.8,Surface,Non-Dox,5
Mumbai,Nashik,9.37,Surface,Dox,5
Jamshedpur,Agra,8.95,Surface,Dox,5
Amritsar,Jaipur,12.79,Surface,Dox,5
Kochi,Hyderabad,5.83,Surface,Non-Dox,5
Bhubaneswar,Shimla,3.9,Surface,Dox,3
Surat,Kolkata,5.53,Surface,Dox,5
Shimla,Amritsar,12.47,Surface,Dox,5
Coimbatore,Patna,3.88,Surface,Dox,3
Chennai,Bangalore,9.46,Surface,Non-Dox,5
Bhubaneswar,Delhi,12.57,Surface,Dox,5
Raipur,Bhopal,5.06,Surface,Dox,5
Hyderabad,Coimbatore,3.67,Surface,Non-Dox,3
Thiruvananthapuram,Raipur,8.2,Surface,Non-Dox,5
Ahmedabad,Pune,11.18,Surface,Non-Dox,5
Pune,Meerut,10.68,Surface,Dox,5
Varanasi,Raipur,2.77,Surface,Dox,3
Lucknow,Delhi,9.14,Surface,Dox,5
Lucknow,Dehradun,5.55,Surface,Dox,5
Hyderabad,Aurangabad,11.61,Express,Dox,2
Ranchi,Dehradun,4.77,Surface,Non-Dox,3
Delhi,Varanasi,6.98,Surface,Non-Dox,5
Thiruvananthapuram,Hyderabad,6.08,Surface,Dox,5
Hyderabad,Kochi,5.9,Express,Non-Dox,2
Bhopal,Meerut,10.88,Surface,Dox,5
Raipur,Lucknow,2.82,Surface,Non-Dox,3
Bhubaneswar,Kochi,7.1,Express,Dox,2
Thiruvananthapuram,Bhopal,9.25,Surface,Non-Dox,5
Shimla,Kochi,0.96,Surface,Dox,3
Kolkata,Ludhiana,10.4,Express,Non-Dox,2
Ranchi,Chandigarh,4.28,Surface,Dox,3
Chennai,Dehradun,9.83,Express,Dox,2
Chennai,Lucknow,11.73,Surface,Non-Dox,5
Bangalore,Bhopal,12.48,Surface,Non-Dox,5
Meerut,Aurangabad,10.67,Surface,Dox,5
Ranchi,Jamshedpur,4.98,Surface,Dox,3
Guwahati,Bhubaneswar,6.41,Express,Non-Dox,2
Vijayawada,Srinagar,10.72,Surface,Non-Dox,5
Bangalore,Amritsar,13.22,Surface,Non-Dox,5
Kochi,Aurangabad,10.11,Air Cargo,Dox,5
Meerut,Vijayawada,11.46,Express,Non-Dox,2
Lucknow,Jamshedpur,3.59,Surface,Non-Dox,3
Dehradun,Raipur,8.8,Surface,Non-Dox,5
Coimbatore,Jaipur,11.17,Surface,Non-Dox,5
Patna,Lucknow,4.04,Express,Dox,2
Amritsar,Agra,6.8,Air Cargo,Dox,5
Kochi,Jamshedpur,4.91,Surface,Dox,3
Bhubaneswar,Patna,4.35,Surface,Non-Dox,3
Chennai,Guwahati,9.96,Air Cargo,Dox,5
Ahmedabad,Aurangabad,4.99,Express,Non-Dox,2
Nashik,Srinagar,5.34,Express,Dox,2
Indore,Jamshedpur,9.09,Express,Dox,2
Delhi,Lucknow,10.03,Surface,Non-Dox,5
Agra,Raipur,12.55,Surface,Non-Dox,5
Bangalore,Guwahati,6.58,Surface,Dox,5
Shimla,Ludhiana,7.93,Express,Non-Dox,2
Ludhiana,Shimla,10.54,Surface,Non-Dox,5
Raipur,Surat,5.43,Surface,Non-Dox,5
Indore,Jaipur,7.71,Surface,Non-Dox,5
Amritsar,Vijayawada,10.92,Surface,Non-Dox,5
Kochi,Patna,8.63,Surface,Dox,5
Delhi,Pune,2.71,Surface,Dox,3
Surat,Meerut,6.42,Express,Dox,2
Dehradun,Delhi,14.06,Surface,Dox,5
Kolkata,Jamshedpur,8.9,Express,Dox,2
Jaipur,Bangalore,4.46,Surface,Non-Dox,3
Shimla,Lucknow,1.41,Express,Non-Dox,1
Indore,Dehradun,8.4,Surface,Dox,5
Thiruvananthapuram,Patna,8.02,Air Cargo,Dox,5
Guwahati,Bhubaneswar,5.8,Express,Dox,2
Chennai,Ahmedabad,1.67,Surface,Dox,3
Raipur,Indore,7.12,Express,Non-Dox,2
Delhi,Chandigarh,5.48,Surface,Non-Dox,5
Thiruvananthapuram,Patna,9.33,Surface,Dox,5
Coimbatore,Meerut,7.36,Surface,Dox,5
Coimbatore,Ludhiana,2.71,Express,Non-Dox,2
Bhopal,Bangalore,9.05,Surface,Non-Dox,5
Srinagar,Nashik,13.49,Express,Non-Dox,2
Vizag,Kochi,3.2,Air Cargo,Non-Dox,3
Varanasi,Bhubaneswar,9.51,Surface,Dox,5
Meerut,Guwahati,5.21,Express,Dox,2
Nashik,Bangalore,6.73,Air Cargo,Dox,5
Ludhiana,Meerut,4.47,Air Cargo,Dox,3
Jaipur,Vizag,5.87,Surface,Non-Dox,5
Mumbai,Ludhiana,9.61,Surface,Non-Dox,5
Raipur,Ludhiana,13.05,Surface,Dox,5
Ludhiana,Meerut,7.75,Air Cargo,Dox,5
Srinagar,Ludhiana,6.16,Surface,Non-Dox,5
Surat,Pune,7.74,Surface,Dox,5
Indore,Lucknow,9.67,Surface,Non-Dox,5
Thiruvananthapuram,Vijayawada,3.87,Surface,Non-Dox,3
Nagpur,Kochi,4.79,Surface,Dox,3
Nagpur,Bhubaneswar,4.78,Surface,Non-Dox,3
Amritsar,Vijayawada,3.16,Express,Non-Dox,2
Thiruvananthapuram,Ludhiana,10.22,Air Cargo,Dox,5
Patna,Pune,5.17,Surface,Non-Dox,5
Surat,Bhopal,12.47,Air Cargo,Dox,5
Mumbai,Guwahati,5.06,Surface,Non-Dox,5
Kolkata,Lucknow,6.56,Air Cargo,Dox,5
Chennai,Bhubaneswar,5.64,Surface,Dox,5
Agra,Indore,11.68,Surface,Non-Dox,5
Nagpur,Pune,8.86,Air Cargo,Non-Dox,5
Nashik,Shimla,2.78,Air Cargo,Non-Dox,3
Chandigarh,Kochi,1.61,Air Cargo,Dox,3
Raipur,Chandigarh,10.04,Air Cargo,Dox,5
Nashik,Surat,11.4,Surface,Non-Dox,5
Vijayawada,Amritsar,7.2,Surface,Non-Dox,5
Ahmedabad,Nagpur,5.49,Air Cargo,Non-Dox,5
Ranchi,Patna,2.75,Surface,Non-Dox,3
Bhopal,Dehradun,5.74,Express,Non-Dox,2
Bangalore,Amritsar,3.69,Express,Dox,2
Meerut,Coimbatore,12.6,Surface,Non-Dox,5
Kolkata,Ludhiana,13.04,Surface,Dox,5
Jaipur,Raipur,10.91,Surface,Dox,5
Patna,Ludhiana,4.47,Air Cargo,Dox,3
Kochi,Chennai,5.69,Air Cargo,Non-Dox,5
Ahmedabad,Amritsar,10.72,Surface,Dox,5
Bangalore,Srinagar,13.53,Surface,Non-Dox,5
Shimla,Hyderabad,9.34,Surface,Non-Dox,5
Jamshedpur,Agra,12.81,Express,Dox,2
Bhubaneswar,Shimla,9.09,Surface,Dox,5
Ahmedabad,Kolkata,11.76,Surface,Dox,5
Vizag,Agra,6.91,Air Cargo,Dox,5
Ludhiana,Dehradun,5.66,Air Cargo,Non-Dox,5
Surat,Aurangabad,2.2,Air Cargo,Non-Dox,3
Bangalore,Kochi,4.71,Air Cargo,Non-Dox,3
Varanasi,Mumbai,4.37,Surface,Non-Dox,3
Amritsar,Ranchi,4.97,Surface,Non-Dox,3
Bangalore,Coimbatore,8.57,Surface,Non-Dox,5
Agra,Thiruvananthapuram,8.29,Express,Dox,2
Mumbai,Guwahati,9.29,Air Cargo,Dox,5
Nashik,Mumbai,5.53,Surface,Non-Dox,5
Shimla,Vijayawada,12.68,Surface,Dox,5
Patna,Chandigarh,5.13,Surface,Non-Dox,5
Aurangabad,Vijayawada,11.67,Surface,Dox,5
Kochi,Vijayawada,9,Surface,Non-Dox,5
Aurangabad,Indore,2,Surface,Non-Dox,3
Bangalore,Ahmedabad,14.63,Surface,Non-Dox,5
Agra,Nashik,11.03,Express,Non-Dox,2
Surat,Meerut,9.62,Air Cargo,Non-Dox,5
Bangalore,Aurangabad,10.54,Surface,Dox,5
Nagpur,Varanasi,7.56,Surface,Dox,5
Vizag,Shimla,5.13,Express,Non-Dox,2
Delhi,Chandigarh,6.36,Express,Non-Dox,2
Bhopal,Pune,13.29,Surface,Non-Dox,5
Jaipur,Patna,12.18,Surface,Dox,5
Aurangabad,Nashik,9.16,Surface,Dox,5
Vijayawada,Chandigarh,7.6,Surface,Dox,5
Kochi,Nashik,12.02,Express,Non-Dox,2
Shimla,Chandigarh,13.4,Surface,Dox,5
Ranchi,Vijayawada,11.99,Surface,Dox,5
Meerut,Vizag,12.7,Surface,Non-Dox,5
Coimbatore,Indore,5.35,Express,Non-Dox,2
Nagpur,Jaipur,10.84,Surface,Dox,5
Bhubaneswar,Chennai,6.23,Surface,Non-Dox,5
Raipur,Bhopal,11.8,Surface,Non-Dox,5
