Pickup_Location,Destination,Courier_Type,Historical_Deliveries,Actual_Delivery_Days
Mumbai,Chennai,Standard,5,5
Mumbai,Hyderabad,Standard,2,3
Bangalore,Chennai,Express,4,5
Pune,Chennai,Standard,1,1
Mumbai,Kolkata,Standard,7,8
Pune,Delhi,Express,4,3
Kolkata,Chennai,Same Day,4,3
Hyderabad,Hyderabad,Standard,7,6
Ahmedabad,Pune,Same Day,4,3
Chennai,Mumbai,Standard,2,3
Ahmedabad,Bangalore,Standard,2,2
Hyderabad,Ahmedabad,Standard,2,1
Pune,Kolkata,Standard,7,7
Hyderabad,Ahmedabad,Express,4,5
Hyderabad,Hyderabad,Express,7,7
Delhi,Ahmedabad,Same Day,3,4
Hyderabad,Delhi,Express,1,1
Ahmedabad,Bangalore,Express,3,2
Bangalore,Pune,Same Day,2,3
Chennai,Chennai,Standard,5,6
Hyderabad,Kolkata,Standard,7,8
Kolkata,Delhi,Same Day,7,8
Ahmedabad,Bangalore,Express,1,2
Hyderabad,Mumbai,Express,2,1
Chennai,Hyderabad,Express,1,1
Pune,Ahmedabad,Express,5,4
Hyderabad,Mumbai,Express,1,1
Ahmedabad,Delhi,Same Day,2,1
Chennai,Delhi,Same Day,4,3
Mumbai,Kolkata,Express,1,1
Chennai,Pune,Same Day,6,7
Pune,Pune,Standard,7,8
Delhi,Hyderabad,Express,5,5
Ahmedabad,Hyderabad,Standard,3,3
Chennai,Bangalore,Express,3,3
Kolkata,Delhi,Standard,6,7
Bangalore,Chennai,Same Day,1,1
Delhi,Delhi,Express,3,4
Chennai,Delhi,Standard,3,2
Hyderabad,Hyderabad,Same Day,4,4
Hyderabad,Kolkata,Express,3,2
Bangalore,Hyderabad,Same Day,2,2
Hyderabad,Kolkata,Same Day,4,4
Hyderabad,Delhi,Express,5,5
Mumbai,Bangalore,Standard,3,3
Bangalore,Chennai,Express,5,5
Pune,Ahmedabad,Standard,6,7
Bangalore,Hyderabad,Standard,5,4
Pune,Mumbai,Same Day,5,5
Ahmedabad,Ahmedabad,Standard,5,4
Delhi,Hyderabad,Same Day,1,1
Mumbai,Ahmedabad,Same Day,7,7
Kolkata,Hyderabad,Express,3,4
Delhi,Delhi,Express,6,5
Hyderabad,Pune,Standard,4,5
Kolkata,Hyderabad,Express,7,7
Kolkata,Mumbai,Express,6,6
Mumbai,Pune,Express,6,5
Ahmedabad,Kolkata,Express,6,6
Mumbai,Kolkata,Standard,3,3
Pune,Hyderabad,Same Day,1,2
Hyderabad,Hyderabad,Express,5,5
Ahmedabad,Kolkata,Standard,4,4
Ahmedabad,Kolkata,Standard,5,4
Mumbai,Mumbai,Same Day,6,6
Pune,Mumbai,Same Day,4,4
Bangalore,Kolkata,Express,1,1
Kolkata,Mumbai,Same Day,2,2
Bangalore,Delhi,Same Day,5,6
Pune,Mumbai,Standard,2,1
Hyderabad,Hyderabad,Express,1,2
Kolkata,Mumbai,Same Day,6,5
Mumbai,Delhi,Same Day,2,1
Chennai,Kolkata,Same Day,3,4
Hyderabad,Pune,Express,4,5
Delhi,Ahmedabad,Same Day,4,3
Hyderabad,Hyderabad,Same Day,6,5
Chennai,Ahmedabad,Same Day,6,5
Chennai,Delhi,Express,1,1
Hyderabad,Hyderabad,Express,7,7
Kolkata,Mumbai,Standard,2,3
Chennai,Chennai,Express,4,4
Hyderabad,Hyderabad,Same Day,4,3
Mumbai,Hyderabad,Standard,3,4
Delhi,Kolkata,Express,5,5
Chennai,Hyderabad,Standard,2,3
Ahmedabad,Mumbai,Same Day,6,6
Mumbai,Ahmedabad,Same Day,2,1
Bangalore,Kolkata,Express,7,7
Bangalore,Chennai,Standard,1,1
Mumbai,Kolkata,Same Day,1,1
Bangalore,Bangalore,Standard,7,7
Hyderabad,Bangalore,Standard,7,7
Hyderabad,Pune,Standard,5,4
Pune,Bangalore,Express,1,1
Mumbai,Chennai,Express,1,1
Hyderabad,Chennai,Express,6,5
Hyderabad,Ahmedabad,Express,4,5
Bangalore,Bangalore,Same Day,6,7
Hyderabad,Bangalore,Same Day,6,7
Delhi,Chennai,Same Day,4,5
Chennai,Mumbai,Standard,6,5
Bangalore,Bangalore,Standard,1,1
Ahmedabad,Kolkata,Same Day,5,6
Kolkata,Kolkata,Same Day,6,6
Kolkata,Chennai,Standard,1,2
Delhi,Bangalore,Same Day,2,1
Chennai,Bangalore,Same Day,1,1
Ahmedabad,Pune,Standard,7,8
Chennai,Chennai,Standard,6,7
Ahmedabad,Hyderabad,Express,5,6
Kolkata,Ahmedabad,Same Day,3,2
Ahmedabad,Chennai,Express,4,4
Delhi,Chennai,Same Day,4,4
Mumbai,Ahmedabad,Same Day,4,5
Pune,Kolkata,Same Day,4,3
Hyderabad,Chennai,Standard,3,2
Mumbai,Kolkata,Standard,2,1
Bangalore,Mumbai,Standard,1,1
Delhi,Mumbai,Same Day,7,6
Chennai,Bangalore,Standard,3,4
Pune,Pune,Same Day,1,1
Hyderabad,Pune,Same Day,1,2
Pune,Bangalore,Standard,2,3
Pune,Bangalore,Express,4,5
Delhi,Pune,Standard,1,1
Bangalore,Hyderabad,Standard,4,5
Pune,Kolkata,Express,1,1
Chennai,Ahmedabad,Same Day,6,5
Chennai,Chennai,Standard,7,8
Ahmedabad,Bangalore,Express,2,2
Hyderabad,Ahmedabad,Express,3,4
Bangalore,Mumbai,Express,5,6
Chennai,Bangalore,Express,4,5
Delhi,Kolkata,Standard,1,1
Delhi,Chennai,Express,5,6
Kolkata,Bangalore,Express,3,3
Bangalore,Hyderabad,Standard,5,4
Ahmedabad,Mumbai,Express,1,2
Pune,Mumbai,Standard,1,2
Pune,Kolkata,Standard,4,4
Ahmedabad,Mumbai,Express,5,4
Bangalore,Pune,Express,5,4
Kolkata,Delhi,Express,7,7
Chennai,Pune,Express,5,5
Ahmedabad,Bangalore,Standard,5,5
Hyderabad,Mumbai,Standard,6,5
Ahmedabad,Mumbai,Standard,1,1
Chennai,Hyderabad,Standard,6,5
Hyderabad,Ahmedabad,Express,3,2
Ahmedabad,Kolkata,Express,7,7
Pune,Ahmedabad,Standard,4,3
Delhi,Hyderabad,Standard,6,6
Chennai,Ahmedabad,Same Day,6,7
Pune,Ahmedabad,Express,2,1
Pune,Ahmedabad,Standard,4,3
Mumbai,Chennai,Standard,5,6
Bangalore,Hyderabad,Same Day,5,4
Kolkata,Delhi,Same Day,3,2
Delhi,Bangalore,Standard,3,2
Kolkata,Chennai,Express,5,5
Kolkata,Kolkata,Same Day,3,2
Ahmedabad,Pune,Express,7,7
Delhi,Hyderabad,Same Day,6,7
Ahmedabad,Kolkata,Standard,5,6
Mumbai,Bangalore,Standard,7,7
Bangalore,Kolkata,Same Day,2,1
Ahmedabad,Pune,Express,6,7
Delhi,Pune,Express,7,8
Hyderabad,Bangalore,Same Day,2,1
Chennai,Chennai,Standard,5,5
Chennai,Delhi,Express,1,2
Kolkata,Bangalore,Express,4,5
Delhi,Ahmedabad,Same Day,7,7
Delhi,Pune,Same Day,6,6
Delhi,Mumbai,Standard,1,2
Ahmedabad,Hyderabad,Standard,2,2
Bangalore,Hyderabad,Express,5,5
Hyderabad,Mumbai,Same Day,3,3
Chennai,Kolkata,Same Day,3,3
Bangalore,Delhi,Express,6,6
Kolkata,Delhi,Express,1,2
Pune,Delhi,Same Day,3,3
Kolkata,Chennai,Express,1,2
Ahmedabad,Hyderabad,Express,4,4
Delhi,Bangalore,Same Day,6,5
Chennai,Hyderabad,Standard,3,4
Hyderabad,Mumbai,Express,6,7
Kolkata,Delhi,Standard,2,2
Kolkata,Chennai,Standard,5,4
Delhi,Ahmedabad,Same Day,6,7
Bangalore,Mumbai,Express,2,3
Hyderabad,Chennai,Same Day,6,6
Bangalore,Hyderabad,Same Day,3,3
Mumbai,Chennai,Standard,3,2
Delhi,Kolkata,Express,4,3
Hyderabad,Kolkata,Standard,3,2
Delhi,Bangalore,Standard,5,6
Delhi,Delhi,Express,5,4
Delhi,Kolkata,Same Day,4,3
Pune,Bangalore,Same Day,1,1
Bangalore,Delhi,Standard,5,6
Kolkata,Ahmedabad,Express,6,5
Kolkata,Delhi,Express,4,5
Kolkata,Ahmedabad,Standard,7,6
Pune,Pune,Same Day,4,3
Hyderabad,Hyderabad,Express,7,7
Kolkata,Chennai,Standard,1,1
Chennai,Hyderabad,Same Day,4,5
Pune,Pune,Express,1,1
Delhi,Chennai,Express,5,4
Kolkata,Bangalore,Standard,7,6
Hyderabad,Ahmedabad,Express,7,7
Pune,Pune,Express,2,3
Mumbai,Delhi,Standard,2,1
Mumbai,Pune,Standard,3,3
Ahmedabad,Hyderabad,Express,6,7
Ahmedabad,Chennai,Same Day,2,2
Chennai,Ahmedabad,Standard,2,3
Hyderabad,Kolkata,Same Day,4,3
Bangalore,Chennai,Same Day,7,8
Chennai,Kolkata,Express,5,6
Mumbai,Hyderabad,Express,4,3
Mumbai,Delhi,Express,5,4
Mumbai,Bangalore,Express,6,7
Hyderabad,Ahmedabad,Express,6,6
Chennai,Mumbai,Standard,1,1
Pune,Chennai,Express,4,5
Pune,Mumbai,Same Day,1,1
Mumbai,Hyderabad,Standard,7,6
Ahmedabad,Ahmedabad,Express,2,1
Ahmedabad,Kolkata,Express,2,1
Chennai,Chennai,Same Day,4,3
Mumbai,Ahmedabad,Same Day,5,6
Bangalore,Hyderabad,Express,3,3
Hyderabad,Delhi,Same Day,5,5
Chennai,Ahmedabad,Standard,7,8
Bangalore,Mumbai,Express,2,1
Bangalore,Chennai,Standard,3,4
Hyderabad,Kolkata,Same Day,2,1
Bangalore,Mumbai,Express,2,2
Ahmedabad,Kolkata,Express,5,6
Bangalore,Kolkata,Standard,3,4
Pune,Pune,Standard,6,7
Mumbai,Hyderabad,Same Day,1,2
Kolkata,Delhi,Same Day,3,4
Delhi,Bangalore,Express,1,1
Pune,Hyderabad,Standard,5,6
Kolkata,Ahmedabad,Express,2,1
Delhi,Ahmedabad,Express,4,4
Ahmedabad,Pune,Standard,7,6
Delhi,Bangalore,Standard,7,8
Ahmedabad,Pune,Standard,3,2
Kolkata,Bangalore,Express,7,7
Kolkata,Bangalore,Express,2,2
Kolkata,Delhi,Standard,3,4
Ahmedabad,Delhi,Standard,1,2
Hyderabad,Kolkata,Same Day,4,4
Chennai,Bangalore,Same Day,3,3
Hyderabad,Kolkata,Same Day,4,3
Kolkata,Chennai,Standard,5,4
Chennai,Delhi,Same Day,5,5
Bangalore,Delhi,Standard,5,5
Pune,Mumbai,Express,7,6
Mumbai,Bangalore,Express,3,2
Delhi,Hyderabad,Express,1,1
Mumbai,Kolkata,Same Day,5,6
Hyderabad,Mumbai,Same Day,2,2
Bangalore,Hyderabad,Standard,1,2
Ahmedabad,Bangalore,Express,2,2
Chennai,Chennai,Express,3,2
Pune,Chennai,Same Day,3,3
Kolkata,Chennai,Same Day,6,6
Bangalore,Delhi,Same Day,1,1
Chennai,Chennai,Express,6,5
Hyderabad,Pune,Same Day,7,6
Bangalore,Pune,Express,1,1
Bangalore,Bangalore,Standard,1,2
Ahmedabad,Mumbai,Same Day,7,6
Bangalore,Hyderabad,Express,1,2
Bangalore,Ahmedabad,Same Day,7,7
Ahmedabad,Delhi,Same Day,4,4
Bangalore,Chennai,Standard,2,2
Chennai,Bangalore,Same Day,6,5
Pune,Bangalore,Same Day,2,3
Hyderabad,Bangalore,Same Day,4,4
Ahmedabad,Chennai,Express,3,3
Pune,Mumbai,Standard,3,4
Kolkata,Delhi,Express,4,5
Chennai,Hyderabad,Express,3,2
Chennai,Delhi,Standard,2,1
Kolkata,Kolkata,Express,2,2
Kolkata,Ahmedabad,Express,5,5
Ahmedabad,Hyderabad,Express,7,7
Delhi,Hyderabad,Same Day,3,4
Hyderabad,Mumbai,Express,3,2
Kolkata,Chennai,Standard,3,3
Hyderabad,Bangalore,Standard,3,4
Delhi,Ahmedabad,Same Day,5,6
Bangalore,Mumbai,Standard,3,4
Pune,Mumbai,Standard,2,1
Ahmedabad,Bangalore,Standard,4,5
Ahmedabad,Chennai,Standard,6,7
Hyderabad,Kolkata,Express,1,1
Mumbai,Chennai,Same Day,6,6
Chennai,Delhi,Express,5,6
Hyderabad,Hyderabad,Standard,7,6
Hyderabad,Kolkata,Same Day,4,3
Mumbai,Bangalore,Express,3,4
Hyderabad,Hyderabad,Same Day,4,4
Chennai,Ahmedabad,Same Day,4,3
Ahmedabad,Bangalore,Express,5,4
Ahmedabad,Hyderabad,Express,3,4
Chennai,Hyderabad,Same Day,4,4
Pune,Hyderabad,Express,5,6
Pune,Chennai,Standard,7,6
Chennai,Bangalore,Express,2,2
Mumbai,Hyderabad,Standard,7,6
Chennai,Kolkata,Same Day,3,3
Delhi,Mumbai,Express,6,6
Kolkata,Hyderabad,Standard,6,6
Ahmedabad,Hyderabad,Same Day,2,3
Kolkata,Delhi,Same Day,5,6
Delhi,Bangalore,Standard,5,6
Chennai,Hyderabad,Express,1,1
Mumbai,Mumbai,Standard,6,5
Delhi,Kolkata,Express,1,2
Kolkata,Bangalore,Express,6,5
Hyderabad,Mumbai,Express,5,6
Hyderabad,Mumbai,Same Day,3,4
Ahmedabad,Mumbai,Express,7,7
Kolkata,Kolkata,Express,1,1
Mumbai,Mumbai,Same Day,6,6
Bangalore,Pune,Express,4,4
Hyderabad,Hyderabad,Standard,4,3
Hyderabad,Chennai,Same Day,2,2
Chennai,Mumbai,Express,5,6
Pune,Mumbai,Same Day,7,7
Chennai,Mumbai,Express,7,6
Pune,Hyderabad,Same Day,1,2
Ahmedabad,Pune,Standard,5,4
Delhi,Delhi,Standard,5,4
Chennai,Pune,Standard,7,6
Ahmedabad,Bangalore,Standard,4,5
Pune,Pune,Express,3,4
Delhi,Bangalore,Express,5,5
Mumbai,Hyderabad,Same Day,3,2
Hyderabad,Delhi,Express,3,2
Ahmedabad,Bangalore,Standard,6,7
Bangalore,Ahmedabad,Standard,1,1
Hyderabad,Hyderabad,Express,1,2
Ahmedabad,Pune,Standard,7,7
Kolkata,Pune,Same Day,6,5
Ahmedabad,Kolkata,Same Day,1,2
Ahmedabad,Kolkata,Standard,7,8
Delhi,Delhi,Standard,4,3
Kolkata,Delhi,Standard,7,8
Mumbai,Bangalore,Same Day,5,4
Mumbai,Mumbai,Standard,3,2
Kolkata,Bangalore,Same Day,6,6
Mumbai,Ahmedabad,Standard,1,2
Bangalore,Pune,Standard,7,7
Mumbai,Bangalore,Same Day,6,7
Bangalore,Pune,Standard,1,1
Bangalore,Hyderabad,Same Day,5,5
Pune,Pune,Standard,5,6
Kolkata,Bangalore,Standard,4,3
Chennai,Hyderabad,Express,3,2
Ahmedabad,Bangalore,Standard,3,2
Pune,Kolkata,Standard,4,5
Kolkata,Ahmedabad,Express,2,2
Kolkata,Chennai,Express,7,7
Mumbai,Kolkata,Express,1,1
Ahmedabad,Bangalore,Same Day,3,4
Ahmedabad,Hyderabad,Express,2,2
Mumbai,Ahmedabad,Standard,6,7
Pune,Hyderabad,Same Day,6,5
Ahmedabad,Hyderabad,Express,3,3
Chennai,Bangalore,Same Day,2,2
Mumbai,Hyderabad,Standard,6,6
Delhi,Kolkata,Express,7,8
Chennai,Chennai,Standard,2,3
Bangalore,Chennai,Same Day,2,3
Kolkata,Mumbai,Same Day,6,5
Delhi,Chennai,Same Day,3,4
Chennai,Kolkata,Same Day,4,4
Chennai,Chennai,Same Day,3,4
Chennai,Delhi,Same Day,2,1
Mumbai,Mumbai,Same Day,2,2
Mumbai,Bangalore,Same Day,5,4
Bangalore,Pune,Express,4,3
Bangalore,Kolkata,Same Day,4,5
Bangalore,Hyderabad,Standard,6,6
Chennai,Ahmedabad,Express,6,6
Delhi,Pune,Standard,1,1
Mumbai,Chennai,Same Day,5,5
Chennai,Delhi,Same Day,1,2
Kolkata,Pune,Same Day,1,1
Pune,Hyderabad,Standard,6,5
Pune,Mumbai,Standard,4,5
Hyderabad,Bangalore,Express,6,7
Chennai,Hyderabad,Standard,2,3
Chennai,Chennai,Same Day,1,1
Delhi,Ahmedabad,Standard,4,5
Pune,Hyderabad,Standard,4,5
Hyderabad,Pune,Same Day,3,4
Pune,Mumbai,Same Day,2,2
Delhi,Kolkata,Standard,6,6
Bangalore,Ahmedabad,Same Day,7,8
Ahmedabad,Delhi,Same Day,2,3
Hyderabad,Delhi,Express,1,1
Delhi,Kolkata,Express,7,6
Kolkata,Chennai,Standard,1,1
Ahmedabad,Ahmedabad,Express,1,2
Ahmedabad,Delhi,Express,7,6
Ahmedabad,Ahmedabad,Standard,7,6
Mumbai,Pune,Same Day,4,5
Mumbai,Ahmedabad,Express,7,8
Kolkata,Bangalore,Standard,7,7
Ahmedabad,Kolkata,Same Day,2,2
Bangalore,Bangalore,Standard,6,7
Hyderabad,Mumbai,Express,6,6
Bangalore,Chennai,Express,3,3
Kolkata,Kolkata,Express,3,3
Hyderabad,Hyderabad,Express,2,3
Delhi,Hyderabad,Same Day,1,1
Kolkata,Pune,Express,3,4
Ahmedabad,Hyderabad,Same Day,2,2
Hyderabad,Ahmedabad,Same Day,4,4
Mumbai,Bangalore,Express,6,6
Pune,Delhi,Standard,2,3
Mumbai,Mumbai,Express,2,1
Chennai,Hyderabad,Standard,5,6
Delhi,Ahmedabad,Express,3,2
Pune,Delhi,Same Day,4,5
Ahmedabad,Pune,Standard,4,4
Kolkata,Mumbai,Same Day,6,7
Chennai,Mumbai,Standard,1,2
Mumbai,Mumbai,Express,5,4
Kolkata,Kolkata,Same Day,7,6
Pune,Mumbai,Express,1,1
Ahmedabad,Bangalore,Same Day,4,3
Pune,Pune,Standard,2,1
Bangalore,Ahmedabad,Standard,7,6
Chennai,Chennai,Same Day,7,7
Delhi,Pune,Express,2,3
Kolkata,Kolkata,Same Day,6,6
Bangalore,Bangalore,Same Day,7,8
Ahmedabad,Pune,Express,1,1
Pune,Chennai,Standard,2,1
Delhi,Ahmedabad,Express,6,6
Mumbai,Kolkata,Express,6,6
Mumbai,Delhi,Standard,5,4
Mumbai,Hyderabad,Standard,1,1
Delhi,Bangalore,Standard,3,4
Delhi,Delhi,Standard,3,4
Kolkata,Bangalore,Standard,2,2
Ahmedabad,Kolkata,Same Day,4,4
Pune,Ahmedabad,Same Day,1,1
Hyderabad,Chennai,Same Day,2,1
Mumbai,Hyderabad,Standard,4,3
Bangalore,Hyderabad,Same Day,4,3
Bangalore,Ahmedabad,Standard,7,7
Pune,Mumbai,Same Day,4,4
Pune,Mumbai,Same Day,3,2
Mumbai,Kolkata,Same Day,7,6
Delhi,Pune,Standard,2,2
Bangalore,Delhi,Express,6,6
Mumbai,Ahmedabad,Standard,5,4
Pune,Ahmedabad,Same Day,7,7
Hyderabad,Chennai,Express,7,7
Chennai,Pune,Express,1,1
Pune,Bangalore,Same Day,3,3
Ahmedabad,Mumbai,Express,2,1
Kolkata,Mumbai,Same Day,2,3
Chennai,Hyderabad,Express,5,6
Hyderabad,Pune,Express,4,3
Hyderabad,Pune,Same Day,6,7
Kolkata,Pune,Standard,2,3
Ahmedabad,Pune,Express,5,4
Chennai,Mumbai,Standard,7,6
Hyderabad,Delhi,Same Day,4,3
Mumbai,Hyderabad,Same Day,6,7
Chennai,Ahmedabad,Same Day,7,8
Delhi,Chennai,Express,5,6
Kolkata,Delhi,Same Day,3,3
Bangalore,Delhi,Same Day,7,7
Mumbai,Hyderabad,Standard,6,7
Hyderabad,Hyderabad,Express,5,4
Bangalore,Ahmedabad,Same Day,7,6
Ahmedabad,Chennai,Express,3,3
Bangalore,Kolkata,Same Day,6,7
Bangalore,Delhi,Same Day,7,6
Kolkata,Chennai,Standard,6,7
Hyderabad,Kolkata,Same Day,1,2
Kolkata,Bangalore,Same Day,4,4
Chennai,Hyderabad,Standard,4,3
Kolkata,Pune,Express,5,6
Hyderabad,Chennai,Standard,2,1
Mumbai,Delhi,Same Day,6,7
Hyderabad,Bangalore,Standard,6,6
Bangalore,Hyderabad,Express,5,4
Hyderabad,Bangalore,Same Day,1,1
Hyderabad,Delhi,Standard,1,1
Chennai,Bangalore,Express,1,1
Bangalore,Bangalore,Same Day,7,8
Ahmedabad,Pune,Express,1,1
Delhi,Ahmedabad,Express,3,4
Bangalore,Mumbai,Express,6,7
Bangalore,Hyderabad,Standard,3,2
Bangalore,Pune,Same Day,4,5
Mumbai,Hyderabad,Same Day,4,5
Mumbai,Pune,Express,6,6
Hyderabad,Pune,Express,6,7
Pune,Hyderabad,Express,7,8
Kolkata,Ahmedabad,Standard,7,8
Delhi,Kolkata,Express,2,1
Ahmedabad,Pune,Standard,5,5
Hyderabad,Pune,Standard,4,3
Chennai,Pune,Same Day,6,7
Pune,Mumbai,Same Day,3,4
Pune,Kolkata,Standard,4,4
Ahmedabad,Kolkata,Same Day,2,2
Bangalore,Bangalore,Standard,6,7
Kolkata,Kolkata,Express,7,6
Ahmedabad,Mumbai,Same Day,4,3
Pune,Chennai,Express,1,1
Delhi,Hyderabad,Express,5,6
Kolkata,Ahmedabad,Same Day,4,5
Ahmedabad,Chennai,Same Day,3,3
Ahmedabad,Mumbai,Express,3,3
Pune,Delhi,Express,2,3
Ahmedabad,Hyderabad,Same Day,2,2
Delhi,Bangalore,Express,7,8
Kolkata,Mumbai,Standard,4,4
Chennai,Chennai,Standard,2,2
Ahmedabad,Hyderabad,Standard,3,4
Hyderabad,Bangalore,Standard,4,3
Chennai,Kolkata,Standard,4,3
Delhi,Delhi,Express,5,4
Mumbai,Hyderabad,Standard,5,6
Chennai,Delhi,Express,2,2
Kolkata,Mumbai,Same Day,3,4
Mumbai,Bangalore,Express,1,1
Ahmedabad,Bangalore,Same Day,1,2
Kolkata,Pune,Express,1,1
Ahmedabad,Delhi,Express,5,5
Chennai,Ahmedabad,Express,5,5
Delhi,Bangalore,Express,1,1
Ahmedabad,Bangalore,Express,3,4
Pune,Chennai,Express,7,8
Ahmedabad,Delhi,Same Day,6,7
Bangalore,Hyderabad,Express,6,6
Pune,Hyderabad,Same Day,2,2
Kolkata,Pune,Same Day,7,6
Ahmedabad,Bangalore,Same Day,5,4
Bangalore,Mumbai,Standard,1,1
Pune,Hyderabad,Express,5,4
Hyderabad,Mumbai,Same Day,3,2
Kolkata,Kolkata,Express,7,6
Kolkata,Mumbai,Same Day,1,2
Pune,Kolkata,Express,1,2
Mumbai,Hyderabad,Same Day,3,2
Pune,Kolkata,Same Day,1,2
Delhi,Pune,Same Day,7,6
Ahmedabad,Mumbai,Same Day,3,3
Bangalore,Ahmedabad,Standard,3,4
Bangalore,Chennai,Standard,1,2
Mumbai,Ahmedabad,Express,4,4
Delhi,Chennai,Standard,7,8
Pune,Chennai,Express,6,6
Hyderabad,Delhi,Standard,5,6
Hyderabad,Kolkata,Standard,2,2
Delhi,Chennai,Same Day,5,5
Pune,Ahmedabad,Express,7,6
Delhi,Hyderabad,Standard,5,5
Bangalore,Pune,Standard,5,6
Hyderabad,Kolkata,Standard,7,8
Mumbai,Bangalore,Same Day,4,4
Chennai,Ahmedabad,Same Day,1,2
Hyderabad,Mumbai,Express,7,6
Kolkata,Mumbai,Express,2,2
Pune,Delhi,Standard,4,3
Ahmedabad,Kolkata,Express,2,2
Ahmedabad,Kolkata,Express,5,4
Mumbai,Chennai,Express,7,6
Mumbai,Kolkata,Express,6,5
Delhi,Pune,Same Day,4,5
Delhi,Pune,Same Day,5,6
Ahmedabad,Pune,Express,2,2
Pune,Delhi,Express,1,2
Delhi,Chennai,Standard,2,3
Pune,Bangalore,Express,4,4
Kolkata,Pune,Express,1,1
Chennai,Mumbai,Express,1,1
Ahmedabad,Ahmedabad,Same Day,2,3
Delhi,Ahmedabad,Express,2,3
Chennai,Hyderabad,Same Day,4,3
Delhi,Mumbai,Same Day,1,1
Mumbai,Chennai,Standard,4,4
Delhi,Pune,Same Day,1,1
Kolkata,Kolkata,Same Day,5,6
Ahmedabad,Bangalore,Same Day,3,3
Pune,Hyderabad,Same Day,3,2
Kolkata,Pune,Standard,2,1
Ahmedabad,Pune,Standard,3,3
Pune,Mumbai,Same Day,5,5
Ahmedabad,Chennai,Express,1,2
Hyderabad,Ahmedabad,Standard,5,4
Mumbai,Hyderabad,Express,4,4
Hyderabad,Kolkata,Standard,1,2
Kolkata,Mumbai,Same Day,5,4
Ahmedabad,Mumbai,Express,6,6
Kolkata,Mumbai,Same Day,3,3
Bangalore,Mumbai,Standard,6,5
Kolkata,Pune,Standard,5,6
Hyderabad,Delhi,Express,2,3
Chennai,Mumbai,Same Day,7,6
Hyderabad,Chennai,Express,6,6
Delhi,Mumbai,Standard,3,4
Mumbai,Kolkata,Standard,6,7
Bangalore,Bangalore,Same Day,5,6
Pune,Ahmedabad,Express,7,8
Mumbai,Pune,Same Day,7,8
Mumbai,Hyderabad,Standard,7,7
Hyderabad,Delhi,Standard,3,3
Mumbai,Hyderabad,Standard,6,7
Chennai,Pune,Same Day,1,1
Delhi,Chennai,Standard,7,6
Ahmedabad,Delhi,Same Day,6,6
Hyderabad,Bangalore,Same Day,7,8
Pune,Kolkata,Standard,2,1
Bangalore,Pune,Standard,7,6
Ahmedabad,Delhi,Standard,2,3
Pune,Ahmedabad,Standard,1,1
Kolkata,Bangalore,Express,4,4
Chennai,Kolkata,Express,5,5
Ahmedabad,Hyderabad,Standard,3,2
Hyderabad,Mumbai,Same Day,3,3
Delhi,Ahmedabad,Same Day,4,3
Chennai,Delhi,Same Day,5,5
Ahmedabad,Kolkata,Express,5,6
Delhi,Ahmedabad,Same Day,7,8
Pune,Bangalore,Standard,2,2
Mumbai,Ahmedabad,Express,3,2
Delhi,Pune,Standard,3,3
Ahmedabad,Mumbai,Express,3,3
Hyderabad,Bangalore,Express,4,5
Pune,Chennai,Express,5,4
Delhi,Kolkata,Express,2,3
Bangalore,Chennai,Standard,1,1
Hyderabad,Bangalore,Same Day,6,6
Pune,Pune,Standard,4,3
Hyderabad,Delhi,Express,4,5
Ahmedabad,Kolkata,Express,3,4
Pune,Hyderabad,Same Day,5,4
Chennai,Ahmedabad,Same Day,5,5
Chennai,Pune,Same Day,5,6
Pune,Delhi,Standard,3,2
Ahmedabad,Mumbai,Express,6,6
Pune,Kolkata,Standard,6,7
Chennai,Ahmedabad,Express,1,1
Hyderabad,Delhi,Express,5,6
Delhi,Pune,Standard,4,3
Mumbai,Ahmedabad,Same Day,4,4
Bangalore,Delhi,Express,1,2
Ahmedabad,Delhi,Standard,3,4
Bangalore,Delhi,Same Day,4,5
Bangalore,Hyderabad,Standard,5,6
Bangalore,Delhi,Same Day,7,6
Delhi,Bangalore,Standard,3,2
Bangalore,Hyderabad,Express,7,8
Delhi,Hyderabad,Standard,4,5
Delhi,Delhi,Express,3,4
Mumbai,Mumbai,Same Day,7,6
Bangalore,Delhi,Standard,7,6
Pune,Pune,Same Day,1,1
Kolkata,Ahmedabad,Standard,5,6
Delhi,Kolkata,Express,4,5
Hyderabad,Kolkata,Standard,1,1
Mumbai,Pune,Standard,3,4
Ahmedabad,Delhi,Standard,4,3
Ahmedabad,Pune,Express,2,2
Bangalore,Hyderabad,Standard,5,5
Hyderabad,Mumbai,Same Day,2,3
Bangalore,Mumbai,Express,1,1
Pune,Bangalore,Express,5,6
Ahmedabad,Chennai,Standard,1,2
Delhi,Bangalore,Same Day,5,6
Ahmedabad,Delhi,Express,6,5
Bangalore,Ahmedabad,Same Day,4,4
Bangalore,Hyderabad,Same Day,1,1
Delhi,Chennai,Express,5,4
Delhi,Delhi,Express,3,3
Mumbai,Ahmedabad,Express,7,7
Pune,Hyderabad,Standard,1,2
Mumbai,Mumbai,Same Day,6,5
Pune,Kolkata,Standard,5,5
Pune,Kolkata,Same Day,2,3
Pune,Kolkata,Standard,1,2
Bangalore,Mumbai,Same Day,1,1
Ahmedabad,Bangalore,Express,3,2
Ahmedabad,Kolkata,Express,7,7
